atoms_id,energy,volume,atoms
0         , -1.95024430e+02,  1.90141637e+02,              22
1         , -1.95072446e+02,  1.90322621e+02,              22
11        , -1.94622059e+02,  1.84151357e+02,              22
12        , -1.95072446e+02,  1.90322621e+02,              22
13        , -1.95024430e+02,  1.90141637e+02,              22
