atoms_id,energy,volume,atoms
0         , -2.55279130e+02,  2.95027419e+02,              28
1         , -2.54448648e+02,  3.00030643e+02,              28
14        , -2.55304374e+02,  2.94389267e+02,              28
21        , -2.55279130e+02,  2.95027419e+02,              28
22        , -2.54448648e+02,  3.00030643e+02,              28
