atoms_id,energy,volume,atoms
0         , -2.61807217e+02,  2.94290449e+02,              29
1         , -2.61807217e+02,  2.94290450e+02,              29
8         , -2.61807217e+02,  2.94290450e+02,              29
15        , -2.61807217e+02,  2.94290449e+02,              29
22        , -2.61807217e+02,  2.94290449e+02,              29
23        , -2.61807217e+02,  2.94290450e+02,              29
