x1,x2,V
  0.00000000,  0.12500000,  3.88057770
  0.12500000,  0.25000000,  3.63299970
  0.25000000,  0.37500000,  3.40926270
  0.37500000,  0.50000000,  3.28467170
  0.50000000,  0.62500000,  2.85468270
  0.62500000,  0.75000000,  2.85058370
  0.75000000,  0.87500000,  2.74995970
  0.87500000,  1.00000000,  2.63361370
