atoms_id,energy,volume,atoms
0         , -5.85336521e+02,  5.75825204e+02,              54
1         , -5.85318164e+02,  5.75594446e+02,              54
2         , -5.85375704e+02,  5.75757366e+02,              54
27        , -5.85336521e+02,  5.75825204e+02,              54
28        , -5.85445412e+02,  5.76928865e+02,              54
29        , -5.85375704e+02,  5.75757366e+02,              54
30        , -5.85472214e+02,  5.74763118e+02,              54
