atoms_id,energy,volume,atoms
0         , -5.68831876e+02,  5.61444423e+02,              52
1         , -5.68778385e+02,  5.60607244e+02,              52
26        , -5.68831876e+02,  5.61444423e+02,              52
27        , -5.68892659e+02,  5.60541763e+02,              52
28        , -5.68778385e+02,  5.60607244e+02,              52
