atoms_id,energy,volume,atoms
0         , -5.01118199e+02,  5.55424847e+02,              52
1         , -5.01169510e+02,  5.55234138e+02,              52
26        , -5.01118334e+02,  5.55406824e+02,              52
27        , -5.01452368e+02,  5.54003096e+02,              52
28        , -5.01494092e+02,  5.55627517e+02,              52
