atoms_id,energy,volume,atoms
0         , -5.06415423e+02,  5.57895484e+02,              53
1         , -5.06413710e+02,  5.57943646e+02,              53
26        , -5.06687329e+02,  5.56627397e+02,              53
27        , -5.06685609e+02,  5.56674720e+02,              53
28        , -5.06712777e+02,  5.58578198e+02,              53
29        , -5.06714492e+02,  5.58525257e+02,              53
