atoms_id,energy,volume,atoms
0         , -4.95854408e+02,  5.53875189e+02,              51
1         , -4.95854557e+02,  5.53875139e+02,              51
26        , -4.95854557e+02,  5.53870433e+02,              51
27        , -4.95854420e+02,  5.53870354e+02,              51
