atoms_id,energy,volume,atoms
0         , -5.11601433e+02,  5.62258236e+02,              54
1         , -5.11932616e+02,  5.60933084e+02,              54
2         , -5.11935681e+02,  5.61128274e+02,              54
27        , -5.11861558e+02,  5.60925210e+02,              54
28        , -5.11932616e+02,  5.60933084e+02,              54
29        , -5.11935681e+02,  5.61128274e+02,              54
30        , -5.11886676e+02,  5.62326657e+02,              54
