atoms_id,energy,volume,atoms
0         , -1.84498952e+02,  1.90017190e+02,              21
1         , -1.84355222e+02,  1.93862328e+02,              21
2         , -1.84355222e+02,  1.93862328e+02,              21
3         , -1.84498952e+02,  1.90017191e+02,              21
4         , -1.84355222e+02,  1.93862328e+02,              21
5         , -1.84355222e+02,  1.93862328e+02,              21
