atoms_id,energy,volume,atoms
0         , -1.69900729e+02,  1.87106004e+02,              19
1         , -1.69900729e+02,  1.87106004e+02,              19
2         , -1.69900729e+02,  1.87105980e+02,              19
3         , -1.69900729e+02,  1.87105980e+02,              19
