atoms_id,energy,volume,atoms
0         , -1.91299500e+02,  1.90355709e+02,              22
1         , -1.91443480e+02,  1.92802562e+02,              22
2         , -1.91279576e+02,  1.93074349e+02,              22
3         , -1.91279576e+02,  1.93074349e+02,              22
4         , -1.91171858e+02,  1.90302100e+02,              22
5         , -1.91245908e+02,  1.94729881e+02,              22
6         , -1.91245908e+02,  1.94729881e+02,              22
