atoms_id,energy,volume,atoms
0         , -1.77428766e+02,  1.86929517e+02,              20
1         , -1.77209331e+02,  1.89139586e+02,              20
2         , -1.77209331e+02,  1.89139586e+02,              20
3         , -1.77160773e+02,  1.93971701e+02,              20
4         , -1.77160773e+02,  1.93971689e+02,              20
