atoms_id,energy,volume,atoms
0         , -5.85254002e+02,  8.26978211e+02,              60
1         , -5.85362904e+02,  8.26239347e+02,              60
2         , -5.85670661e+02,  8.21891125e+02,              60
3         , -5.85275159e+02,  8.26405560e+02,              60
4         , -5.85700246e+02,  8.20766135e+02,              60
