atoms_id,energy,volume,atoms
0         , -5.95192523e+02,  8.34197801e+02,              61
1         , -5.94950092e+02,  8.37221160e+02,              61
2         , -5.95192523e+02,  8.34197630e+02,              61
3         , -5.94950093e+02,  8.37221022e+02,              61
4         , -5.95229328e+02,  8.33042200e+02,              61
5         , -5.95229328e+02,  8.33042144e+02,              61
